from.date,to.date,ticket.price,from.airlines,from.duration,from.depart.time,from.arrival.time,from.stop.city,from.stop.duration,to.airlines,to.duration,to.depart.time,to.arrival.time,to.stop.city,to.stop.duration,from.arrival.date,from.flight1,from.flight1.time,from.flight2,from.flight2.time,to.arrival.date,to.flight1,to.flight1.time,to.flight2,to.flight2.time
22.08.25,22.09.03,"₩1,258,317",LOT,15시간 50분,오전 11:20,오후 8:10,WAW,1시간 30분,LOT,13시간 30분,오전 9:55,오전 6:25,WAW,0시간 55분,, LOT/LO98,13시간, LOT/LO5453| Xfly에서 운항,1시간 20분, 9월 4일 일요일 도착, LOT/LO464,1시간 30분, LOT/LO97,11시간 05분
22.08.26,22.09.04,"₩1,122,152",LOT,17시간 50분,오전 8:05,오후 6:55,WAW,3시간 20분,LOT,13시간 30분,오전 9:55,오전 6:25,WAW,0시간 55분,, LOT/LO1098,13시간, LOT/LO461,1시간 30분, 9월 5일 월요일 도착, LOT/LO464,1시간 30분, LOT/LO1097,11시간 05분
22.08.26,22.09.04,"₩1,141,400",카타르항공,19시간 40분,오전 1:30,오후 2:10,DOH,2시간 55분,카타르항공,17시간 30분,오후 4:25,오후 4:55,DOH,2시간 45분,, 카타르항공/QR859,10시간 25분, 카타르항공/QR159,6시간 20분, 9월 5일 월요일 도착, 카타르항공/QR160,6시간, 카타르항공/QR858,8시간 45분
22.08.26,22.09.04,"₩1,130,107",LOT,17시간 50분,오전 8:05,오후 6:55,WAW,3시간 20분,LOT,16시간 25분,오전 7:00,오전 6:25,WAW,3시간 55분,, LOT/LO1098,13시간, LOT/LO461,1시간 30분, 9월 5일 월요일 도착, LOT/LO460,1시간 25분, LOT/LO1097,11시간 05분
22.08.27,22.09.05,"₩1,108,000",카타르항공,19시간 40분,오전 1:30,오후 2:10,DOH,2시간 55분,카타르항공,17시간 30분,오후 4:25,오후 4:55,DOH,2시간 45분,, 카타르항공/QR859,10시간 25분, 카타르항공/QR159,6시간 20분, 9월 6일 화요일 도착, 카타르항공/QR160,6시간, 카타르항공/QR858,8시간 45분
22.08.27,22.09.05,"₩1,374,000",루프트한자 (독일항공),15시간,오후 2:20,오후 10:20,FRA,2시간 15분,루프트한자 (독일항공),13시간 20분,오후 2:55,오전 11:15,FRA,1시간 35분,, 루프트한자 (독일항공)/LH713,11시간 25분, 루프트한자 (독일항공)/LH832,1시간 20분, 9월 6일 화요일 도착, 루프트한자 (독일항공)/LH829,1시간 30분, 루프트한자 (독일항공)/LH712,10시간 15분
22.08.27,22.09.05,"₩1,442,100",루프트한자 (독일항공),15시간,오후 2:20,오후 10:20,FRA,2시간 15분,루프트한자 (독일항공),13시간,오후 12:45,오전 8:45,MUC,1시간 10분,, 루프트한자 (독일항공)/LH713,11시간 25분, 루프트한자 (독일항공)/LH832,1시간 20분, 9월 6일 화요일 도착, 루프트한자 (독일항공)/LH2441,1시간 35분, 루프트한자 (독일항공)/LH718,10시간 15분
22.08.28,22.09.06,"₩1,174,850",LOT,17시간 50분,오전 8:05,오후 6:55,WAW,3시간 20분,LOT,13시간 30분,오전 9:55,오전 6:25,WAW,0시간 55분,, LOT/LO98,13시간, LOT/LO461,1시간 30분, 9월 7일 수요일 도착, LOT/LO464,1시간 30분, LOT/LO97,11시간 05분
22.08.28,22.09.06,"₩1,374,000",루프트한자 (독일항공),15시간,오후 2:20,오후 10:20,FRA,2시간 15분,루프트한자 (독일항공),13시간 20분,오후 2:55,오전 11:15,FRA,1시간 35분,, 루프트한자 (독일항공)/LH713,11시간 25분, 루프트한자 (독일항공)/LH832,1시간 20분, 9월 7일 수요일 도착, 루프트한자 (독일항공)/LH829,1시간 30분, 루프트한자 (독일항공)/LH712,10시간 15분
22.08.28,22.09.06,"₩1,442,100",루프트한자 (독일항공),15시간,오후 2:20,오후 10:20,FRA,2시간 15분,루프트한자 (독일항공),13시간,오후 12:45,오전 8:45,MUC,1시간 10분,, 루프트한자 (독일항공)/LH713,11시간 25분, 루프트한자 (독일항공)/LH832,1시간 20분, 9월 7일 수요일 도착, 루프트한자 (독일항공)/LH2441,1시간 35분, 루프트한자 (독일항공)/LH718,10시간 15분
22.08.29,22.09.07,"₩1,364,300",루프트한자 (독일항공),15시간 35분,오전 10:15,오후 6:50,MUC,3시간,루프트한자 (독일항공),13시간 20분,오후 2:55,오전 11:15,FRA,1시간 35분,, 루프트한자 (독일항공)/LH719,11시간 05분, 루프트한자 (독일항공)/LH2442| Lufthansa CityLine에서 운항,1시간 30분, 9월 8일 목요일 도착, 루프트한자 (독일항공)/LH829,1시간 30분, 루프트한자 (독일항공)/LH712,10시간 15분
22.08.29,22.09.07,"₩1,374,000",루프트한자 (독일항공),15시간 10분,오후 2:20,오후 10:30,FRA,2시간 25분,루프트한자 (독일항공),13시간 20분,오후 2:55,오전 11:15,FRA,1시간 35분,, 루프트한자 (독일항공)/LH713,11시간 25분, 루프트한자 (독일항공)/LH832,1시간 20분, 9월 8일 목요일 도착, 루프트한자 (독일항공)/LH829,1시간 30분, 루프트한자 (독일항공)/LH712,10시간 15분
22.08.29,22.09.07,"₩1,198,200",에어프랑스,17시간 35분,오전 9:05,오후 7:40,CDG,1시간 35분,KLM (네덜란드항공),15시간 30분,오후 4:25,오후 2:55,AMS,2시간 20분,, 에어프랑스/AF267,14시간 10분, 에어프랑스/AF1050,1시간 50분, 9월 8일 목요일 도착, KLM (네덜란드항공)/KL1132,1시간 25분, KLM (네덜란드항공)/KL861,11시간 45분
22.08.30,22.09.08,"₩965,400",카타르항공,19시간 40분,오전 1:30,오후 2:10,DOH,2시간 55분,카타르항공,17시간 30분,오후 4:25,오후 4:55,DOH,2시간 45분,, 카타르항공/QR859,10시간 25분, 카타르항공/QR159,6시간 20분, 9월 9일 금요일 도착, 카타르항공/QR160,6시간, 카타르항공/QR858,8시간 45분
22.08.30,22.09.08,"₩1,215,500",LOT,15시간 50분,오전 11:20,오후 8:10,WAW,1시간 30분,LOT,13시간 30분,오전 9:55,오전 6:25,WAW,0시간 55분,, LOT/LO98,13시간, LOT/LO5453| Xfly에서 운항,1시간 20분, 9월 9일 금요일 도착, LOT/LO464,1시간 30분, LOT/LO97,11시간 05분
22.08.30,22.09.08,"₩1,374,000",루프트한자 (독일항공),15시간,오후 2:20,오후 10:20,FRA,2시간 15분,루프트한자 (독일항공),13시간 20분,오후 2:55,오전 11:15,FRA,1시간 35분,, 루프트한자 (독일항공)/LH713,11시간 25분, 루프트한자 (독일항공)/LH832,1시간 20분, 9월 9일 금요일 도착, 루프트한자 (독일항공)/LH829,1시간 30분, 루프트한자 (독일항공)/LH712,10시간 15분
22.08.31,22.09.09,"₩1,009,200",카타르항공,19시간 40분,오전 1:30,오후 2:10,DOH,2시간 55분,카타르항공,17시간 30분,오후 4:25,오후 4:55,DOH,2시간 45분,, 카타르항공/QR859,10시간 25분, 카타르항공/QR159,6시간 20분, 9월 10일 토요일 도착, 카타르항공/QR160,6시간, 카타르항공/QR858,8시간 45분
22.08.31,22.09.09,"₩1,449,000",루프트한자 (독일항공),15시간,오후 2:20,오후 10:20,FRA,2시간 15분,루프트한자 (독일항공),13시간 20분,오후 2:55,오전 11:15,FRA,1시간 35분,, 루프트한자 (독일항공)/LH713,11시간 25분, 루프트한자 (독일항공)/LH832,1시간 20분, 9월 10일 토요일 도착, 루프트한자 (독일항공)/LH829,1시간 30분, 루프트한자 (독일항공)/LH712,10시간 15분
22.08.31,22.09.09,"₩1,439,300",루프트한자 (독일항공),15시간 35분,오전 10:15,오후 6:50,MUC,3시간,루프트한자 (독일항공),13시간 20분,오후 2:55,오전 11:15,FRA,1시간 35분,, 루프트한자 (독일항공)/LH719,11시간 05분, 루프트한자 (독일항공)/LH2442,1시간 30분, 9월 10일 토요일 도착, 루프트한자 (독일항공)/LH829,1시간 30분, 루프트한자 (독일항공)/LH712,10시간 15분
